residentId,displayName,creditTierAtApplication,householdSize,hasPets,syntheticProfileGroundTruth
RES-02966,Jordan Yates,B,4,False,reliable
RES-02967,Rowan Chen,D,5,True,reliable
RES-02968,Casey Ellis,A,3,False,reliable
RES-02969,Quinn Quintero,A,1,False,reliable
RES-02970,Taylor Ellis,B,3,True,degrading
RES-02971,Kendall Whitfield,B,3,True,reliable
RES-02972,Micah Lamb,C,5,False,reliable
RES-02973,Emerson Chen,B,3,False,reliable
RES-02974,Casey Novak,C,5,True,reliable
RES-02975,Micah Yates,C,3,False,degrading
RES-02976,Lane Osei,B,3,False,occasionally_late
RES-02977,Finley Chen,B,3,False,reliable
RES-02978,Sasha Ibarra,B,3,False,reliable
RES-02979,Noel Dawson,A,4,False,reliable
RES-02980,Morgan Dawson,A,1,False,reliable
RES-02981,Alex Tran,B,3,True,reliable
RES-02982,Alex Novak,A,3,True,occasionally_late
RES-02983,Logan Sandoval,A,2,False,reliable
RES-02984,Hayden Reyes,B,5,True,reliable
RES-02985,Kendall Mercer,B,1,False,reliable
RES-02986,Sasha Yates,A,2,False,reliable
RES-02987,Skyler Park,B,3,True,reliable
RES-02988,Reese Osei,C,4,True,reliable
RES-02989,Avery Zamora,C,2,True,reliable
RES-02990,Reese Alvarez,C,5,True,severe
RES-02991,Marley Ibarra,A,1,True,degrading
RES-02992,Skyler Novak,A,1,True,reliable
RES-02993,Quinn Bennett,C,2,False,degrading
RES-02994,Kendall Bennett,B,1,True,reliable
RES-02995,Alex Reyes,B,2,False,reliable
RES-02996,Hayden Underwood,C,1,False,reliable
RES-02997,Avery Quintero,C,2,False,degrading
RES-02998,Jordan Hayes,B,2,True,reliable
RES-02999,Payton Bennett,C,4,True,reliable
RES-03000,Sasha Foster,A,3,False,reliable
RES-03001,Jamie Osei,A,3,True,reliable
RES-03002,Sasha Griffin,A,3,False,reliable
RES-03003,Logan Keller,D,2,True,reliable
RES-03004,Kai Ibarra,C,1,False,reliable
RES-03005,Harper Griffin,A,3,False,reliable
RES-03006,Marley Jensen,A,1,True,reliable
RES-03007,Elliot Tran,A,1,True,reliable
RES-03008,Kai Reyes,C,2,True,reliable
RES-03009,Jamie Chen,A,3,False,reliable
RES-03010,Elliot Vargas,B,3,True,reliable
RES-03011,Sasha Underwood,B,3,False,reliable
RES-03012,Kendall Keller,A,3,True,reliable
RES-03013,Lane Lamb,C,4,True,reliable
RES-03014,Rowan Tran,A,1,False,reliable
RES-03015,Rowan Vargas,B,1,False,reliable
RES-03016,Avery Jensen,D,2,True,reliable
RES-03017,Lane Lamb,B,2,False,reliable
RES-03018,Payton Quintero,A,4,True,reliable
RES-03019,Kendall Quintero,D,3,True,degrading
RES-03020,Taylor Dawson,B,2,True,reliable
RES-03021,Elliot Whitfield,B,3,True,reliable
RES-03022,Lane Griffin,B,2,False,reliable
RES-03023,Payton Ibarra,D,5,True,reliable
RES-03024,Finley Lamb,A,2,False,reliable
RES-03025,Emerson Novak,C,5,False,reliable
RES-03026,Logan Bennett,B,1,True,reliable
RES-03027,Casey Jensen,C,2,True,reliable
RES-03028,Elliot Mercer,B,5,True,reliable
RES-03029,Reese Chen,C,3,False,reliable
RES-03030,Elliot Alvarez,D,2,True,degrading
RES-03031,Logan Keller,B,2,True,reliable
RES-03032,Morgan Ibarra,B,5,True,reliable
RES-03033,Harper Chen,C,2,False,reliable
RES-03034,Marley Osei,D,2,False,occasionally_late
RES-03035,Jamie Sandoval,A,3,False,reliable
RES-03036,Lane Hayes,A,5,False,occasionally_late
RES-03037,Rowan Lamb,D,2,True,reliable
RES-03038,Jordan Quintero,D,4,False,reliable
RES-03039,Morgan Reyes,D,2,True,occasionally_late
RES-03040,Skyler Hayes,D,2,False,reliable
RES-03041,Alex Ellis,B,1,True,reliable
RES-03042,Kendall Park,D,2,True,reliable
RES-03043,Payton Osei,B,3,False,reliable
RES-03044,Avery Ellis,C,3,False,reliable
RES-03045,Kai Mercer,B,3,False,reliable
RES-03046,Kendall Vargas,C,4,False,degrading
RES-03047,Jordan Vargas,C,3,False,reliable
RES-03048,Kendall Whitfield,A,3,False,reliable
RES-03049,Hayden Novak,B,2,True,reliable
RES-03050,Lane Hayes,B,4,False,reliable
RES-03051,Noel Sandoval,A,3,False,reliable
RES-03052,Morgan Novak,C,4,True,reliable
RES-03053,Noel Zamora,D,2,False,reliable
RES-03054,Payton Sandoval,B,3,False,reliable
RES-03055,Jordan Hayes,A,5,False,reliable
RES-03056,Alex Griffin,A,5,False,reliable
RES-03057,Morgan Jensen,B,2,True,reliable
RES-03058,Alex Zamora,A,2,True,reliable
RES-03059,Avery Hayes,C,2,False,reliable
RES-03060,Noel Osei,B,3,True,reliable
RES-03061,Logan Bennett,D,4,False,reliable
RES-03062,Jordan Tran,A,1,False,reliable
RES-03063,Skyler Ellis,D,5,False,reliable
RES-03064,Riley Sandoval,B,2,False,degrading
RES-03065,Devon Dawson,A,3,True,reliable
RES-03066,Kai Chen,C,1,True,reliable
RES-03067,Micah Park,B,3,False,reliable
RES-03068,Riley Keller,B,5,False,reliable
RES-03069,Casey Tran,A,2,False,reliable
RES-03070,Payton Mercer,B,3,False,reliable
RES-03071,Marley Zamora,B,2,True,reliable
RES-03072,Jordan Ellis,B,1,False,reliable
RES-03073,Noel Dawson,D,3,True,reliable
RES-03074,Alex Dawson,D,4,False,reliable
RES-03075,Kai Foster,B,3,True,degrading
RES-03076,Sasha Chen,C,4,False,reliable
RES-03077,Casey Tran,C,3,False,reliable
RES-03078,Reese Chen,C,5,True,severe
RES-03079,Micah Chen,C,1,False,reliable
RES-03080,Rowan Park,C,3,False,occasionally_late
RES-03081,Quinn Mercer,B,1,False,reliable
RES-03082,Alex Hayes,A,3,True,reliable
RES-03083,Sasha Ellis,A,1,True,reliable
RES-03084,Rowan Underwood,A,2,False,reliable
RES-03085,Alex Keller,A,2,True,reliable
RES-03086,Jordan Alvarez,C,2,True,reliable
RES-03087,Morgan Chen,C,2,True,reliable
RES-03088,Lane Keller,D,5,True,reliable
RES-03089,Marley Mercer,C,2,True,reliable
RES-03090,Harper Whitfield,A,1,True,reliable
RES-03091,Jordan Underwood,A,3,True,reliable
RES-03092,Lane Underwood,D,2,False,reliable
RES-03093,Logan Sandoval,B,4,False,reliable
RES-03094,Logan Griffin,B,3,True,reliable
RES-03095,Hayden Novak,C,1,False,reliable
RES-03096,Avery Quintero,A,2,True,reliable
RES-03097,Hayden Osei,A,3,False,occasionally_late
RES-03098,Avery Zamora,C,3,True,reliable
RES-03099,Avery Ibarra,B,4,False,reliable
RES-03100,Casey Foster,C,1,False,reliable
RES-03101,Skyler Hayes,B,1,True,reliable
RES-03102,Skyler Yates,B,1,True,reliable
RES-03103,Sasha Ibarra,B,3,True,occasionally_late
RES-03104,Micah Dawson,B,3,False,reliable
RES-03105,Noel Foster,A,3,False,reliable
RES-03106,Avery Tran,C,2,True,reliable
RES-03107,Morgan Keller,A,2,False,reliable
RES-03108,Lane Bennett,B,2,False,reliable
RES-03109,Alex Sandoval,A,3,True,reliable
RES-03110,Noel Park,B,1,False,reliable
RES-03111,Reese Jensen,B,3,True,reliable
RES-03112,Riley Whitfield,C,2,True,reliable
RES-03113,Elliot Ibarra,A,3,True,occasionally_late
RES-03114,Logan Jensen,B,1,False,reliable
RES-03115,Payton Griffin,C,3,True,reliable
RES-03116,Taylor Foster,C,1,False,reliable
RES-03117,Jordan Zamora,D,2,True,reliable
RES-03118,Lane Vargas,B,2,False,reliable
RES-03119,Quinn Whitfield,A,4,False,reliable
RES-03120,Finley Dawson,B,4,True,reliable
RES-03121,Lane Yates,B,2,False,degrading
RES-03122,Alex Jensen,C,4,True,reliable
RES-03123,Noel Lamb,D,2,True,reliable
RES-03124,Devon Reyes,B,2,False,reliable
RES-03125,Noel Yates,C,1,False,reliable
RES-03126,Avery Osei,B,2,False,reliable
RES-03127,Elliot Quintero,B,2,True,reliable
RES-03128,Rowan Quintero,B,3,False,occasionally_late
RES-03129,Kendall Vargas,C,1,False,reliable
RES-03130,Alex Vargas,B,3,True,reliable
RES-03131,Hayden Park,A,3,False,reliable
RES-03132,Skyler Vargas,B,4,True,reliable
RES-03133,Quinn Yates,A,3,True,reliable
RES-03134,Reese Hayes,D,3,True,reliable
RES-03135,Payton Ibarra,B,4,True,degrading
RES-03136,Harper Lamb,B,3,False,reliable
RES-03137,Skyler Bennett,C,5,False,reliable
RES-03138,Hayden Ibarra,A,2,False,reliable
RES-03139,Riley Underwood,B,2,False,reliable
RES-03140,Noel Reyes,B,4,True,reliable
RES-03141,Noel Park,B,1,False,degrading
RES-03142,Avery Keller,C,3,False,reliable
RES-03143,Reese Jensen,C,4,True,reliable
RES-03144,Taylor Sandoval,D,5,False,degrading
RES-03145,Devon Ellis,B,3,False,occasionally_late
RES-03146,Jordan Novak,A,5,False,reliable
RES-03147,Micah Park,B,2,True,reliable
RES-03148,Casey Bennett,D,2,False,reliable
RES-03149,Logan Mercer,C,2,False,reliable
RES-03150,Avery Reyes,A,1,False,reliable
RES-03151,Avery Hayes,A,4,False,reliable
RES-03152,Elliot Ibarra,D,5,False,reliable
RES-03153,Rowan Ellis,B,4,False,reliable
RES-03154,Alex Quintero,B,4,False,reliable
RES-03155,Marley Jensen,C,3,False,reliable
RES-03156,Noel Tran,B,3,False,reliable
RES-03157,Lane Jensen,C,1,False,occasionally_late
RES-03158,Skyler Yates,B,2,False,degrading
RES-03159,Quinn Bennett,B,2,True,reliable
RES-03160,Micah Bennett,A,5,False,reliable
RES-03161,Harper Zamora,A,1,True,reliable
RES-03162,Reese Mercer,A,4,True,reliable
RES-03163,Logan Sandoval,B,5,True,reliable
RES-03164,Jamie Hayes,C,2,False,reliable
RES-03165,Alex Lamb,D,2,False,reliable
RES-03166,Payton Vargas,A,4,False,reliable
RES-03167,Payton Reyes,A,4,False,reliable
RES-03168,Riley Foster,D,2,True,reliable
RES-03169,Jordan Mercer,A,2,False,degrading
RES-03170,Elliot Reyes,B,2,False,reliable
RES-03171,Payton Novak,A,5,True,reliable
RES-03172,Lane Jensen,D,5,False,reliable
RES-03173,Alex Reyes,D,1,True,reliable
RES-03174,Taylor Dawson,C,4,True,occasionally_late
RES-03175,Noel Bennett,C,3,True,reliable
RES-03176,Sasha Park,B,3,False,degrading
RES-03177,Finley Reyes,D,4,True,reliable
RES-03178,Avery Hayes,C,5,False,reliable
RES-03179,Reese Keller,C,2,False,reliable
RES-03180,Hayden Park,D,2,True,reliable
RES-03181,Devon Keller,B,3,False,reliable
RES-03182,Skyler Osei,D,3,True,reliable
RES-03183,Emerson Bennett,A,5,True,severe
RES-03184,Alex Sandoval,B,3,False,reliable
RES-03185,Payton Zamora,D,2,False,reliable
RES-03186,Riley Keller,D,1,False,reliable
RES-03187,Avery Park,D,4,True,reliable
RES-03188,Sasha Zamora,D,2,False,reliable
RES-03189,Casey Underwood,B,4,False,reliable
RES-03190,Jordan Griffin,B,1,False,reliable
RES-03191,Payton Ibarra,C,5,True,reliable
RES-03192,Alex Chen,C,4,True,reliable
RES-03193,Finley Alvarez,B,2,False,reliable
RES-03194,Morgan Ibarra,C,2,True,reliable
RES-03195,Sasha Quintero,A,3,True,reliable
RES-03196,Skyler Whitfield,B,2,False,occasionally_late
RES-03197,Jordan Quintero,B,3,False,reliable
RES-03198,Logan Yates,C,2,True,reliable
RES-03199,Quinn Jensen,B,2,True,reliable
RES-03200,Riley Park,C,4,True,reliable
RES-03201,Taylor Park,A,2,False,reliable
RES-03202,Reese Reyes,C,3,False,reliable
RES-03203,Lane Osei,A,1,False,reliable
RES-03204,Skyler Vargas,D,4,True,reliable
RES-03205,Casey Yates,A,2,False,occasionally_late
RES-03206,Avery Tran,A,1,True,reliable
RES-03207,Emerson Keller,A,3,True,reliable
RES-03208,Casey Ellis,A,4,False,reliable
RES-03209,Riley Dawson,C,2,False,reliable
RES-03210,Logan Lamb,A,5,False,reliable
RES-03211,Morgan Jensen,C,3,False,reliable
RES-03212,Payton Dawson,B,4,False,reliable
RES-03213,Noel Zamora,C,4,False,degrading
RES-03214,Devon Underwood,C,3,False,reliable
RES-03215,Elliot Chen,A,3,False,reliable
RES-03216,Avery Zamora,B,2,False,reliable
RES-03217,Jordan Novak,C,3,True,reliable
RES-03218,Skyler Quintero,B,2,False,reliable
RES-03219,Lane Whitfield,B,2,False,reliable
RES-03220,Sasha Novak,A,3,False,reliable
RES-03221,Jordan Griffin,A,3,True,reliable
RES-03222,Reese Osei,B,3,True,reliable
RES-03223,Quinn Osei,B,2,True,reliable
RES-03224,Finley Bennett,D,3,True,reliable
RES-03225,Kendall Ellis,A,3,False,reliable
RES-03226,Kai Sandoval,C,3,True,reliable
RES-03227,Harper Jensen,A,2,True,reliable
RES-03228,Micah Yates,C,2,False,reliable
RES-03229,Jordan Ellis,C,2,False,reliable
RES-03230,Skyler Osei,B,3,True,reliable
RES-03231,Casey Bennett,A,3,False,reliable
RES-03232,Finley Lamb,B,2,False,reliable
RES-03233,Harper Bennett,A,2,True,reliable
RES-03234,Morgan Park,B,3,True,reliable
RES-03235,Lane Yates,A,4,False,reliable
RES-03236,Reese Ellis,A,3,False,reliable
RES-03237,Emerson Mercer,A,4,False,reliable
RES-03238,Kendall Lamb,B,3,False,reliable
RES-03239,Casey Keller,B,2,False,degrading
RES-03240,Emerson Tran,D,2,True,reliable
RES-03241,Jamie Reyes,B,5,True,degrading
RES-03242,Logan Whitfield,B,3,True,reliable
RES-03243,Skyler Novak,B,3,True,reliable
RES-03244,Alex Jensen,B,5,False,reliable
RES-03245,Kai Zamora,B,2,True,reliable
RES-03246,Harper Bennett,C,4,False,reliable
RES-03247,Riley Mercer,C,3,False,reliable
RES-03248,Devon Tran,B,3,True,reliable
RES-03249,Reese Mercer,C,4,True,reliable
RES-03250,Quinn Whitfield,C,3,False,reliable
RES-03251,Jamie Tran,B,4,False,reliable
RES-03252,Skyler Mercer,B,1,True,reliable
RES-03253,Quinn Griffin,A,5,False,reliable
RES-03254,Logan Ibarra,A,3,False,reliable
RES-03255,Casey Whitfield,A,4,False,reliable
RES-03256,Alex Sandoval,A,3,False,reliable
RES-03257,Devon Whitfield,C,2,True,reliable
RES-03258,Jamie Hayes,C,5,False,reliable
RES-03259,Taylor Chen,B,3,False,reliable
RES-03260,Jamie Zamora,B,3,True,degrading
RES-03261,Jordan Alvarez,A,2,False,reliable
RES-03262,Hayden Tran,A,3,False,reliable
RES-03263,Kai Osei,B,2,False,reliable
RES-03264,Micah Bennett,B,3,True,reliable
RES-03265,Riley Dawson,B,3,True,reliable
RES-03266,Alex Griffin,A,5,True,reliable
RES-03267,Jordan Osei,C,4,False,reliable
RES-03268,Noel Novak,C,2,False,reliable
RES-03269,Casey Chen,C,5,False,reliable
RES-03270,Reese Keller,C,3,False,reliable
RES-03271,Alex Whitfield,C,5,True,degrading
RES-03272,Jamie Dawson,C,3,False,reliable
RES-03273,Morgan Quintero,A,5,False,reliable
RES-03274,Alex Ibarra,C,5,False,reliable
RES-03275,Taylor Tran,C,2,False,occasionally_late
RES-03276,Quinn Zamora,C,3,False,reliable
RES-03277,Jamie Keller,B,4,False,reliable
RES-03278,Emerson Chen,C,3,False,reliable
RES-03279,Kendall Quintero,B,2,False,reliable
RES-03280,Sasha Ibarra,B,2,True,reliable
RES-03281,Kai Tran,B,2,True,reliable
RES-03282,Skyler Vargas,B,3,True,degrading
RES-03283,Noel Ibarra,C,2,False,reliable
RES-03284,Harper Alvarez,C,3,False,reliable
RES-03285,Taylor Mercer,A,2,False,reliable
RES-03286,Hayden Keller,D,3,False,reliable
RES-03287,Riley Foster,B,1,False,degrading
RES-03288,Noel Dawson,B,1,True,reliable
RES-03289,Kendall Mercer,B,2,True,reliable
RES-03290,Elliot Novak,B,2,True,reliable
RES-03291,Casey Keller,D,1,False,reliable
RES-03292,Quinn Hayes,B,5,False,reliable
RES-03293,Elliot Keller,A,3,False,reliable
RES-03294,Kendall Whitfield,D,5,False,reliable
RES-03295,Devon Quintero,A,1,True,reliable
RES-03296,Taylor Jensen,B,2,True,reliable
RES-03297,Avery Jensen,A,4,False,reliable
RES-03298,Finley Alvarez,B,3,False,reliable
RES-03299,Kai Hayes,B,5,True,reliable
RES-03300,Elliot Dawson,C,3,True,reliable
RES-03301,Kai Underwood,B,2,False,reliable
RES-03302,Lane Lamb,C,5,False,reliable
RES-03303,Riley Lamb,B,1,False,reliable
RES-03304,Jamie Lamb,A,4,False,reliable
RES-03305,Reese Zamora,C,2,False,reliable
RES-03306,Lane Bennett,C,1,True,reliable
RES-03307,Sasha Mercer,C,3,True,reliable
RES-03308,Marley Dawson,B,5,False,reliable
RES-03309,Skyler Osei,B,5,False,reliable
RES-03310,Lane Ellis,B,3,False,reliable
RES-03311,Reese Tran,C,1,True,reliable
RES-03312,Elliot Keller,B,2,True,reliable
RES-03313,Sasha Bennett,D,2,False,occasionally_late
RES-03314,Kai Dawson,B,3,True,reliable
RES-03315,Rowan Whitfield,C,2,False,reliable
RES-03316,Hayden Tran,C,4,True,reliable
RES-03317,Skyler Griffin,C,2,True,reliable
RES-03318,Alex Underwood,B,5,True,reliable
RES-03319,Kendall Zamora,A,4,False,reliable
RES-03320,Jordan Hayes,A,3,True,reliable
RES-03321,Taylor Tran,C,4,False,reliable
RES-03322,Kendall Underwood,A,3,False,reliable
RES-03323,Sasha Underwood,C,3,False,reliable
RES-03324,Avery Osei,C,2,True,reliable
RES-03325,Elliot Quintero,B,2,False,reliable
RES-03326,Riley Mercer,B,2,True,degrading
RES-03327,Emerson Ellis,C,2,False,reliable
RES-03328,Taylor Mercer,B,3,False,reliable
RES-03329,Rowan Novak,C,1,True,reliable
RES-03330,Morgan Chen,C,3,False,reliable
RES-03331,Jamie Chen,B,3,True,occasionally_late
RES-03332,Riley Zamora,B,2,False,reliable
RES-03333,Harper Yates,B,3,True,reliable
RES-03334,Payton Hayes,A,1,True,reliable
RES-03335,Sasha Sandoval,C,2,False,reliable
RES-03336,Elliot Reyes,C,2,False,reliable
RES-03337,Morgan Quintero,D,5,True,reliable
RES-03338,Avery Sandoval,A,4,True,reliable
RES-03339,Skyler Griffin,B,2,False,reliable
RES-03340,Noel Whitfield,A,1,True,reliable
RES-03341,Jamie Zamora,A,1,False,reliable
RES-03342,Jordan Bennett,A,3,True,degrading
RES-03343,Jordan Hayes,B,1,False,reliable
RES-03344,Alex Quintero,D,3,True,reliable
RES-03345,Reese Alvarez,B,3,False,reliable
RES-03346,Noel Dawson,A,3,True,reliable
RES-03347,Taylor Park,B,1,True,reliable
RES-03348,Finley Alvarez,C,2,True,degrading
RES-03349,Lane Keller,A,3,True,reliable
RES-03350,Morgan Alvarez,D,4,False,reliable
RES-03351,Morgan Yates,D,3,False,reliable
RES-03352,Logan Hayes,A,4,False,reliable
RES-03353,Finley Griffin,B,3,False,degrading
RES-03354,Taylor Mercer,B,4,True,reliable
RES-03355,Logan Sandoval,A,5,True,reliable
RES-03356,Elliot Griffin,D,5,True,reliable
RES-03357,Kai Ellis,D,3,False,degrading
RES-03358,Casey Tran,C,2,True,reliable
RES-03359,Micah Griffin,C,3,True,reliable
RES-03360,Emerson Griffin,A,3,False,reliable
RES-03361,Avery Griffin,B,1,False,reliable
RES-03362,Micah Griffin,B,4,True,occasionally_late
RES-03363,Rowan Bennett,A,3,True,reliable
RES-03364,Taylor Ellis,C,3,True,reliable
RES-03365,Alex Reyes,A,3,False,reliable
RES-03366,Payton Tran,C,2,False,reliable
RES-03367,Kendall Bennett,B,5,True,reliable
RES-03368,Kai Keller,D,2,False,reliable
RES-03369,Jordan Sandoval,A,3,False,reliable
RES-03370,Casey Tran,B,3,False,reliable
RES-03371,Jordan Foster,D,4,True,reliable
RES-03372,Avery Dawson,B,3,True,reliable
RES-03373,Morgan Osei,A,2,False,occasionally_late
RES-03374,Quinn Foster,A,3,False,reliable
RES-03375,Alex Vargas,B,5,True,reliable
RES-03376,Morgan Chen,C,2,False,occasionally_late
RES-03377,Quinn Griffin,B,2,True,reliable
RES-03378,Alex Underwood,C,2,True,reliable
RES-03379,Riley Yates,A,4,False,degrading
RES-03380,Emerson Osei,A,2,True,reliable
RES-03381,Alex Chen,A,1,False,reliable
RES-03382,Skyler Underwood,C,1,False,reliable
RES-03383,Noel Jensen,A,3,False,reliable
RES-03384,Rowan Underwood,D,3,True,reliable
RES-03385,Logan Yates,C,2,False,reliable
RES-03386,Kai Griffin,B,5,True,reliable
RES-03387,Rowan Ellis,B,1,False,reliable
RES-03388,Jamie Lamb,A,3,True,reliable
RES-03389,Kai Reyes,B,1,False,reliable
RES-03390,Noel Dawson,B,4,True,reliable
RES-03391,Emerson Griffin,A,1,False,reliable
RES-03392,Morgan Quintero,D,5,True,reliable
RES-03393,Avery Yates,B,4,True,reliable
RES-03394,Emerson Keller,B,3,False,reliable
RES-03395,Kendall Jensen,B,5,False,reliable
RES-03396,Casey Foster,C,2,False,occasionally_late
RES-03397,Riley Griffin,A,3,False,reliable
RES-03398,Kendall Mercer,B,3,True,reliable
RES-03399,Harper Whitfield,B,4,True,reliable
RES-03400,Morgan Dawson,D,2,False,reliable
RES-03401,Lane Mercer,B,1,False,reliable
RES-03402,Casey Ellis,B,2,True,reliable
RES-03403,Finley Hayes,B,2,True,reliable
RES-03404,Hayden Jensen,A,3,True,reliable
RES-03405,Emerson Mercer,A,2,False,degrading
RES-03406,Rowan Mercer,C,3,True,reliable
RES-03407,Payton Hayes,A,5,False,reliable
RES-03408,Kendall Keller,D,3,True,degrading
RES-03409,Jordan Chen,B,2,False,reliable
RES-03410,Quinn Vargas,A,1,False,reliable
RES-03411,Lane Sandoval,B,5,False,reliable
RES-03412,Casey Lamb,B,2,False,reliable
RES-03413,Riley Quintero,A,4,False,degrading
RES-03414,Reese Vargas,C,3,False,reliable
RES-03415,Marley Dawson,B,4,True,reliable
RES-03416,Devon Dawson,B,5,False,reliable
RES-03417,Harper Griffin,B,1,False,reliable
RES-03418,Quinn Quintero,A,1,True,reliable
RES-03419,Taylor Whitfield,C,4,False,reliable
RES-03420,Taylor Chen,B,4,True,reliable
RES-03421,Alex Osei,B,5,True,reliable
RES-03422,Kendall Dawson,B,3,False,reliable
RES-03423,Kendall Ellis,B,2,True,reliable
RES-03424,Lane Tran,B,4,True,reliable
RES-03425,Harper Mercer,A,5,False,reliable
RES-03426,Kai Zamora,B,3,True,reliable
RES-03427,Alex Bennett,A,1,True,reliable
RES-03428,Morgan Jensen,B,3,False,reliable
RES-03429,Morgan Ibarra,C,2,True,reliable
RES-03430,Harper Bennett,C,5,False,reliable
RES-03431,Hayden Yates,C,3,False,reliable
RES-03432,Taylor Chen,B,5,True,reliable
RES-03433,Rowan Reyes,C,1,False,reliable
RES-03434,Micah Vargas,A,3,True,reliable
RES-03435,Jamie Zamora,A,2,True,reliable
RES-03436,Elliot Quintero,C,2,True,degrading
RES-03437,Riley Vargas,A,3,False,reliable
RES-03438,Noel Griffin,C,3,False,reliable
RES-03439,Taylor Tran,C,2,False,reliable
RES-03440,Jamie Bennett,B,3,False,reliable
RES-03441,Logan Underwood,C,4,False,occasionally_late
RES-03442,Finley Quintero,A,1,False,reliable
RES-03443,Finley Griffin,B,3,True,reliable
RES-03444,Kai Quintero,C,3,False,degrading
RES-03445,Skyler Keller,B,3,False,reliable
RES-03446,Rowan Quintero,A,5,False,reliable
RES-03447,Elliot Whitfield,D,3,True,reliable
RES-03448,Hayden Tran,B,2,True,occasionally_late
RES-03449,Quinn Quintero,D,3,False,reliable
RES-03450,Noel Sandoval,D,3,False,reliable
RES-03451,Jordan Vargas,B,4,False,degrading
RES-03452,Emerson Park,C,1,True,reliable
RES-03453,Morgan Mercer,B,5,True,occasionally_late
RES-03454,Quinn Zamora,D,1,False,reliable
RES-03455,Devon Bennett,C,5,True,reliable
RES-03456,Casey Ellis,B,5,True,reliable
RES-03457,Reese Novak,C,2,False,reliable
RES-03458,Hayden Zamora,C,4,False,reliable
RES-03459,Finley Keller,A,3,False,reliable
RES-03460,Payton Ellis,A,1,False,reliable
RES-03461,Lane Jensen,A,3,False,reliable
RES-03462,Logan Novak,C,1,False,reliable
RES-03463,Emerson Dawson,B,3,False,reliable
RES-03464,Finley Mercer,A,5,False,reliable
RES-03465,Emerson Dawson,B,1,False,reliable
RES-03466,Kendall Yates,B,3,True,degrading
RES-03467,Casey Park,A,2,False,reliable
RES-03468,Jamie Bennett,B,2,False,occasionally_late
RES-03469,Hayden Novak,D,1,True,reliable
RES-03470,Avery Yates,C,2,True,reliable
RES-03471,Sasha Tran,D,3,False,reliable
RES-03472,Skyler Lamb,C,4,False,reliable
RES-03473,Micah Osei,C,5,False,reliable
RES-03474,Quinn Sandoval,B,2,False,reliable
RES-03475,Kai Osei,C,2,False,degrading
RES-03476,Finley Dawson,C,4,False,reliable
RES-03477,Marley Park,B,1,True,reliable
RES-03478,Marley Tran,B,1,False,reliable
RES-03479,Casey Yates,D,2,False,reliable
RES-03480,Kendall Mercer,D,3,True,reliable
RES-03481,Rowan Park,D,2,True,reliable
RES-03482,Logan Hayes,A,2,True,reliable
RES-03483,Noel Chen,B,3,False,degrading
RES-03484,Skyler Alvarez,B,2,True,reliable
RES-03485,Micah Sandoval,C,4,False,occasionally_late
RES-03486,Marley Ibarra,B,1,True,reliable
RES-03487,Finley Griffin,C,5,False,reliable
RES-03488,Kendall Jensen,B,4,False,reliable
RES-03489,Morgan Underwood,C,2,False,reliable
RES-03490,Rowan Ellis,C,3,True,reliable
RES-03491,Sasha Whitfield,C,3,False,reliable
RES-03492,Morgan Tran,B,2,False,reliable
RES-03493,Riley Underwood,B,3,False,reliable
RES-03494,Quinn Vargas,C,2,False,degrading
RES-03495,Casey Zamora,B,3,True,reliable
RES-03496,Devon Jensen,C,5,False,reliable
RES-03497,Devon Reyes,B,4,True,reliable
RES-03498,Reese Ellis,A,4,True,reliable
RES-03499,Noel Novak,B,3,True,reliable
RES-03500,Hayden Griffin,C,3,True,reliable
RES-03501,Kendall Lamb,A,4,False,reliable
RES-03502,Logan Mercer,A,3,False,reliable
RES-03503,Marley Zamora,B,3,True,reliable
RES-03504,Elliot Jensen,D,2,False,reliable
RES-03505,Finley Griffin,C,5,True,reliable
RES-03506,Avery Hayes,B,2,False,reliable
RES-03507,Riley Hayes,A,5,False,reliable
RES-03508,Hayden Vargas,B,5,False,occasionally_late
RES-03509,Quinn Chen,D,3,False,reliable
RES-03510,Payton Hayes,B,3,False,reliable
RES-03511,Alex Tran,B,2,False,reliable
RES-03512,Alex Bennett,B,2,False,reliable
RES-03513,Casey Griffin,D,3,False,reliable
RES-03514,Morgan Park,B,2,False,reliable
RES-03515,Payton Mercer,A,2,False,reliable
RES-03516,Noel Jensen,B,2,False,reliable
RES-03517,Marley Vargas,A,2,True,reliable
RES-03518,Lane Whitfield,A,2,False,reliable
RES-03519,Devon Griffin,A,3,True,reliable
RES-03520,Quinn Sandoval,A,5,False,reliable
RES-03521,Logan Quintero,A,1,False,reliable
RES-03522,Avery Quintero,A,3,False,reliable
RES-03523,Kai Novak,B,4,True,reliable
RES-03524,Jamie Alvarez,C,2,False,reliable
RES-03525,Quinn Dawson,D,3,True,reliable
RES-03526,Kai Underwood,C,3,False,reliable
RES-03527,Harper Novak,B,3,True,reliable
RES-03528,Rowan Jensen,A,3,True,reliable
RES-03529,Riley Vargas,B,3,True,reliable
RES-03530,Lane Ibarra,B,5,False,reliable
RES-03531,Payton Osei,C,1,False,reliable
RES-03532,Casey Keller,D,2,True,degrading
RES-03533,Riley Chen,C,5,False,reliable
RES-03534,Jordan Chen,C,2,False,reliable
RES-03535,Payton Quintero,C,3,True,reliable
RES-03536,Rowan Ibarra,B,3,False,reliable
RES-03537,Lane Mercer,C,3,True,reliable
